MsgNum, Byte, GRIB-Version, elem, level, reference(UTC), valid(UTC), Proj(hr)
207.0, 27504218, 1, VGRD="v-component of wind [m/s]", 850-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
208.0, 27658988, 1, TKE="Turbulent Kinetic Energy [J/kg]", 850-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
209.0, 27754320, 1, CLWMR="Cloud water [kg/kg]", 850-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
210.0, 27849652, 1, ICMR="Ice mixing ratio [kg/kg]", 850-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
211.0, 27944984, 1, HGT="Geopotential height [gpm]", 875-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
212.0, 28087830, 1, TMP="Temperature [K]", 875-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
213.0, 28254432, 1, SPFH="Specific humidity [kg/kg]", 875-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
214.0, 28397278, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 875-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
215.0, 28540124, 1, UGRD="u-component of wind [m/s]", 875-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
216.0, 28706776, 1, VGRD="v-component of wind [m/s]", 875-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
217.0, 28861546, 1, TKE="Turbulent Kinetic Energy [J/kg]", 875-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
218.0, 28956878, 1, CLWMR="Cloud water [kg/kg]", 875-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
